,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,N_actual,f1,f2
0,1.0,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,1.0,0.9333333333333332,0.9555555555555556,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,0.9777777777777776,0.9555555555555556,1.0,0.8888888888888888,0.9777777777777776,1.0,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9777777777777776,1.0,0.9555555555555556,0.9777777777777776,0.9777777777777776,1.0,0.9777777777777776,1.0,1.0,1.0,0.9777777777777776,1.0,0.9111111111111112,0.9555555555555556,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9777777777777776,0.9555555555555556,0.9333333333333332,0.9111111111111112,0.9555555555555556,1.0,0.9555555555555556,0.9555555555555556,0.9333333333333332,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9333333333333332,0.9555555555555556,0.9333333333333332,0.9111111111111112,0.9333333333333332,0.9777777777777776,0.9333333333333332,0.9555555555555556,0.9111111111111112,0.9333333333333332,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9777777777777776,0.9111111111111112,0.8888888888888888,0.9555555555555556,0.9777777777777776,0.9555555555555556,0.9333333333333332,0.9777777777777776,0.9111111111111112,0.9555555555555556,0.9777777777777776,1.0,1.0,0.9777777777777776,0.9555555555555556,0.9555555555555556,0.9333333333333332,1.0,0.9777777777777776,0.9777777777777776,0.9333333333333332,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9777777777777776,1.0,1.0,0.9333333333333332,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9777777777777776,0.9333333333333332,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9777777777777776,1.0,0.9555555555555556,1.0,1.0,0.9777777777777776,1.0,1.0,0.9777777777777776,1.0,0.9777777777777776,0.9777777777777776,0.9555555555555556,1.0,0.9555555555555556,0.9777777777777776,0.9777777777777776,0.9555555555555556,0.9555555555555556,1.0,0.9777777777777776,0.9777777777777776,0.9333333333333332,0.9777777777777776,0.9333333333333332,0.9777777777777776,1.0,0.9555555555555556,0.9555555555555556,0.8666666666666667,0.8888888888888888,0.9555555555555556,0.9777777777777776,0.9111111111111112,0.9555555555555556,1.0,0.9111111111111112,0.9333333333333332,0.9555555555555556,0.9777777777777776,0.9333333333333332,0.9333333333333332,0.9111111111111112,0.8666666666666667,0.9111111111111112,0.9777777777777776,1.0,0.9111111111111112,0.8888888888888888,0.9555555555555556,0.9777777777777776,0.9111111111111112,0.9555555555555556,0.9555555555555556,1.0,0.9555555555555556,0.9555555555555556,0.9777777777777776,0.9777777777777776,0.9333333333333332,0.9555555555555556,1.0,0.9777777777777776,0.9555555555555556,0.9555555555555556,0.9111111111111112,0.9777777777777776,0.9777777777777776,1.0,0.9777777777777776,0.9555555555555556,1.0,1.0,0.9555555555555556,1.0,0.9333333333333332,1.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,1.4874371859296482,69.36010866649646,157.22525913296113
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,0.9875,1.0,0.9875,0.9625,1.0,0.9875,0.9875,0.9875,0.9875,0.975,1.0,0.9875,0.9875,0.9875,0.9875,0.975,0.975,0.9875,0.9875,0.925,0.975,0.9375,0.975,0.9625,0.9375,0.95,0.9625,0.925,0.9125,0.85,0.8875,0.9,0.8625,0.9125,0.8625,0.8625,0.9,0.85,0.9,0.8875,0.8875,0.825,0.925,0.9375,0.9,0.95,0.9125,0.9375,0.9375,1.0,0.95,1.0,0.95,0.975,0.9875,0.9625,0.9875,1.0,0.9875,1.0,0.9875,1.0,1.0,1.0,0.9875,1.0,0.9875,0.975,1.0,0.9875,0.975,1.0,1.0,1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,0.9875,1.0,1.0,1.0,0.9875,1.0,0.9875,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3417085427135678,41.83487938845735,48.14477348431708
2,0.98,1.0,0.98,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.96,0.98,0.96,0.94,1.0,1.0,1.0,0.96,0.98,0.98,1.0,1.0,0.96,1.0,0.98,0.98,0.96,0.98,0.98,0.96,0.98,0.98,0.94,0.98,0.92,0.94,0.94,0.9,1.0,0.92,0.92,0.84,0.94,0.92,0.86,0.84,0.9,0.84,0.88,0.9,0.9,0.92,0.84,0.94,0.9,0.78,0.98,0.92,0.92,0.92,0.86,0.88,0.88,0.94,0.92,0.94,0.9,0.98,0.92,0.88,0.94,0.92,0.92,0.92,0.96,0.9,0.9,1.0,0.94,1.0,0.92,0.96,0.98,0.98,0.98,1.0,0.96,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,0.98,0.98,0.98,1.0,0.98,1.0,1.0,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.98,1.0,0.98,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3165829145728642,44.71329229366631,65.03155095618061
3,0.9803921568627452,1.0,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803921568627452,0.9803921568627452,1.0,1.0,0.9803921568627452,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,0.9803921568627452,1.0,1.0,1.0,1.0,0.9803921568627452,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,0.9607843137254902,1.0,0.9607843137254902,0.9803921568627452,1.0,1.0,0.9803921568627452,1.0,1.0,1.0,0.9607843137254902,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.9607843137254902,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,1.0,0.9803921568627452,1.0,1.0,1.0,0.9607843137254902,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.9607843137254902,0.9215686274509804,0.9607843137254902,0.9607843137254902,1.0,1.0,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.9803921568627452,0.9411764705882352,0.9607843137254902,0.9411764705882352,0.9411764705882352,0.9607843137254902,0.9411764705882352,0.8823529411764706,0.9803921568627452,0.9411764705882352,0.9607843137254902,0.9803921568627452,0.9215686274509804,0.9215686274509804,0.9215686274509804,0.9411764705882352,0.9019607843137256,0.9019607843137256,0.9411764705882352,0.8431372549019608,0.9215686274509804,0.8823529411764706,0.9215686274509804,0.8431372549019608,0.9019607843137256,1.0,0.9215686274509804,0.9215686274509804,0.9411764705882352,0.9607843137254902,0.9215686274509804,0.9411764705882352,0.9607843137254902,0.8823529411764706,0.9411764705882352,0.9411764705882352,0.9803921568627452,0.8431372549019608,0.9607843137254902,0.9411764705882352,0.8627450980392157,0.9215686274509804,0.9019607843137256,0.9019607843137256,0.9607843137254902,0.9411764705882352,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.9215686274509804,0.9607843137254902,0.9215686274509804,0.9215686274509804,0.9411764705882352,1.0,0.9803921568627452,0.9607843137254902,0.9803921568627452,0.9215686274509804,0.9803921568627452,0.9215686274509804,0.9803921568627452,0.9803921568627452,1.0,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.9607843137254902,1.0,0.9803921568627452,1.0,0.9607843137254902,1.0,1.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,1.0,0.9607843137254902,0.9411764705882352,1.0,0.9803921568627452,1.0,0.9607843137254902,0.9803921568627452,1.0,1.0,0.9411764705882352,0.9803921568627452,0.9607843137254902,1.0,0.9803921568627452,1.0,1.0,1.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,0.9803921568627452,1.0,1.0,0.9411764705882352,0.9803921568627452,1.0,1.0,1.0,1.0,1.0,1.0,1.4623115577889447,106.90094928187985,118.63153744688938
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529916,0.9914529914529916,1.0,1.0,0.9914529914529916,0.9914529914529916,0.9914529914529916,1.0,1.0,0.9743589743589745,1.0,0.9914529914529916,1.0,0.9914529914529916,1.0,0.9743589743589745,0.9829059829059827,1.0,0.9829059829059827,0.9914529914529916,0.9829059829059827,0.9914529914529916,0.9743589743589745,0.9743589743589745,0.9487179487179488,0.9743589743589745,0.9487179487179488,0.9743589743589745,0.9829059829059827,0.9743589743589745,0.9658119658119658,0.9487179487179488,0.9572649572649572,0.9829059829059827,0.9829059829059827,0.9914529914529916,0.9914529914529916,0.9743589743589745,0.9914529914529916,0.9743589743589745,0.9743589743589745,1.0,1.0,0.9914529914529916,0.9914529914529916,0.9743589743589745,1.0,0.9829059829059827,1.0,0.9914529914529916,0.9914529914529916,0.9914529914529916,0.9914529914529916,1.0,1.0,0.9914529914529916,0.9914529914529916,1.0,1.0,1.0,0.9914529914529916,0.9914529914529916,0.9914529914529916,1.0,0.9829059829059827,0.9914529914529916,0.9914529914529916,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,0.9914529914529916,1.0,0.9914529914529916,0.9914529914529916,1.0,1.0,0.9743589743589745,0.9914529914529916,0.9914529914529916,1.0,1.0,0.9743589743589745,0.9914529914529916,0.9743589743589745,0.9743589743589745,0.9658119658119658,0.9743589743589745,0.9743589743589745,0.9829059829059827,0.9230769230769232,0.9572649572649572,0.9487179487179488,0.9401709401709402,0.9316239316239316,0.9230769230769232,0.9829059829059827,0.8803418803418803,0.9487179487179488,0.9401709401709402,0.9743589743589745,0.9316239316239316,0.9316239316239316,0.9743589743589745,0.9658119658119658,0.9658119658119658,0.9829059829059827,0.9829059829059827,0.9743589743589745,0.9829059829059827,0.9829059829059827,0.9914529914529916,1.0,0.9829059829059827,0.9829059829059827,0.9743589743589745,0.9829059829059827,1.0,0.9914529914529916,0.9914529914529916,0.9829059829059827,1.0,0.9914529914529916,0.9914529914529916,0.9914529914529916,1.0,0.9914529914529916,0.9914529914529916,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,1.0,0.9829059829059827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,1.0,0.9914529914529916,0.9914529914529916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529916,1.0,1.0,1.0,1.0,1.0,1.3768844221105527,41.37593314526456,113.02041750267765
5,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,0.9777777777777776,1.0,1.0,0.9555555555555556,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,0.9555555555555556,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,0.9777777777777776,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,0.9777777777777776,0.9777777777777776,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,0.9555555555555556,1.0,1.0,1.0,0.9555555555555556,0.9555555555555556,1.0,1.0,0.9555555555555556,0.9777777777777776,0.9777777777777776,1.0,0.9333333333333332,0.9555555555555556,0.9555555555555556,0.9777777777777776,0.9555555555555556,0.9555555555555556,0.9333333333333332,0.9333333333333332,0.9555555555555556,0.9333333333333332,0.9555555555555556,1.0,0.9555555555555556,0.8888888888888888,1.0,1.0,0.9555555555555556,0.9333333333333332,0.9333333333333332,1.0,0.9333333333333332,0.9111111111111112,0.9333333333333332,0.8,0.9555555555555556,0.9777777777777776,0.9111111111111112,0.9333333333333332,0.8666666666666667,1.0,0.9555555555555556,0.8888888888888888,0.9111111111111112,0.9333333333333332,0.9333333333333332,0.8666666666666667,0.8888888888888888,0.9555555555555556,0.9333333333333332,0.8888888888888888,0.9111111111111112,0.9111111111111112,0.9555555555555556,0.9333333333333332,1.0,0.9333333333333332,0.9777777777777776,0.8444444444444444,0.9333333333333332,0.9111111111111112,0.9111111111111112,0.8444444444444444,0.9333333333333332,0.8888888888888888,0.9777777777777776,0.9333333333333332,0.9333333333333332,0.8666666666666667,0.8666666666666667,0.9333333333333332,0.9333333333333332,0.9777777777777776,0.9111111111111112,0.9555555555555556,0.8666666666666667,0.9111111111111112,0.9777777777777776,1.0,0.9555555555555556,0.9111111111111112,1.0,0.9777777777777776,0.8888888888888888,0.9333333333333332,0.9111111111111112,0.9333333333333332,0.9777777777777776,0.9555555555555556,0.8888888888888888,0.8888888888888888,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9777777777777776,1.0,0.9333333333333332,0.9555555555555556,0.9777777777777776,0.9777777777777776,0.9777777777777776,1.0,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9555555555555556,0.9777777777777776,1.0,1.0,0.9555555555555556,1.0,0.9555555555555556,1.0,0.9555555555555556,0.9111111111111112,0.9777777777777776,0.9555555555555556,0.9777777777777776,0.9555555555555556,1.0,0.9777777777777776,1.0,1.0,0.9777777777777776,1.0,0.9555555555555556,0.9777777777777776,1.0,0.9777777777777776,1.0,0.9777777777777776,0.9777777777777776,1.0,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,0.9777777777777776,0.9777777777777776,0.9777777777777776,1.0,1.6030150753768844,90.54228764866916,119.04731373837072
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,0.9925925925925926,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,1.0,0.9925925925925926,1.0,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,0.9925925925925926,1.0,0.9925925925925926,1.0,0.9925925925925926,1.0,0.9925925925925926,1.0,0.9925925925925926,1.0,1.0,0.9925925925925926,1.0,0.9851851851851852,0.9925925925925926,1.0,1.0,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9925925925925926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9925925925925926,0.9851851851851852,0.9777777777777776,1.0,1.0,0.9925925925925926,1.0,1.0,0.9629629629629628,0.9925925925925926,0.9555555555555556,0.9925925925925926,0.9851851851851852,0.9629629629629628,0.9851851851851852,0.9925925925925926,0.9851851851851852,0.9777777777777776,0.9777777777777776,0.9407407407407408,0.925925925925926,0.9703703703703704,0.9703703703703704,0.9629629629629628,0.9925925925925926,0.9407407407407408,0.925925925925926,0.9333333333333332,0.9407407407407408,0.9555555555555556,0.9185185185185184,0.8814814814814815,0.9555555555555556,0.9481481481481482,0.9629629629629628,0.9185185185185184,0.925925925925926,0.925925925925926,0.9185185185185184,0.925925925925926,0.9703703703703704,0.925925925925926,0.9629629629629628,0.9481481481481482,0.9703703703703704,0.9629629629629628,0.9555555555555556,0.9703703703703704,0.9777777777777776,0.9851851851851852,0.9851851851851852,0.9851851851851852,0.9925925925925926,0.9555555555555556,1.0,0.9777777777777776,1.0,0.9925925925925926,0.9777777777777776,0.9925925925925926,0.9629629629629628,0.9925925925925926,1.0,0.9925925925925926,1.0,1.0,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.9851851851851852,1.0,0.9851851851851852,0.9925925925925926,0.9925925925925926,0.9925925925925926,1.0,0.9925925925925926,1.0,1.0,1.6080402010050252,151.24491333471025,155.13333973221947
7,1.0,1.0,1.0,0.9722222222222222,1.0,0.9861111111111112,0.9861111111111112,1.0,1.0,0.9861111111111112,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9861111111111112,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9583333333333334,1.0,0.9861111111111112,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9583333333333334,1.0,1.0,1.0,0.9861111111111112,0.9861111111111112,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9305555555555556,0.9444444444444444,0.9722222222222222,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.9583333333333334,0.9583333333333334,0.9444444444444444,0.9027777777777778,0.9722222222222222,0.9166666666666666,0.9305555555555556,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.9722222222222222,0.9305555555555556,0.9305555555555556,0.9583333333333334,0.9583333333333334,0.9444444444444444,0.9861111111111112,0.9444444444444444,1.0,0.9722222222222222,0.9305555555555556,1.0,0.9861111111111112,0.9722222222222222,0.9444444444444444,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9861111111111112,1.0,0.9722222222222222,0.9861111111111112,1.0,0.9722222222222222,1.0,0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.9722222222222222,1.0,0.9861111111111112,1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,1.0,1.0,1.0,0.9861111111111112,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,0.9861111111111112,0.9722222222222222,0.9861111111111112,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,0.9861111111111112,1.0,0.9861111111111112,1.0,0.9722222222222222,1.0,1.0,0.9583333333333334,1.0,0.9861111111111112,1.0,1.0,0.9583333333333334,1.0,0.9861111111111112,0.9861111111111112,1.0,0.9722222222222222,0.9583333333333334,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9444444444444444,0.9861111111111112,0.9722222222222222,1.0,0.9583333333333334,0.9722222222222222,1.0,0.9722222222222222,0.9583333333333334,0.9722222222222222,1.0,0.9722222222222222,0.9444444444444444,1.0,1.0,0.9444444444444444,0.9583333333333334,0.9861111111111112,0.9166666666666666,0.9722222222222222,0.9861111111111112,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,1.0,1.0,0.9583333333333334,0.9722222222222222,1.0,0.9583333333333334,1.0,1.0,0.9722222222222222,0.9861111111111112,0.9583333333333334,0.9861111111111112,1.0,1.0,1.0,1.0,0.9861111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861111111111112,1.3467336683417086,50.134379573889966,157.0234031741098
8,0.9814814814814816,0.9629629629629628,1.0,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.9814814814814816,1.0,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.925925925925926,0.9814814814814816,1.0,0.9444444444444444,0.9444444444444444,0.9814814814814816,1.0,0.9444444444444444,0.925925925925926,0.9814814814814816,0.9814814814814816,0.9444444444444444,0.925925925925926,0.925925925925926,0.9074074074074074,0.9814814814814816,0.9629629629629628,0.9629629629629628,0.925925925925926,0.9814814814814816,0.9814814814814816,0.9629629629629628,0.9444444444444444,0.9814814814814816,0.9814814814814816,0.9074074074074074,1.0,0.9629629629629628,0.9629629629629628,0.925925925925926,0.9074074074074074,0.925925925925926,1.0,0.8888888888888888,0.9629629629629628,0.925925925925926,0.9629629629629628,0.9444444444444444,1.0,0.8703703703703703,0.925925925925926,0.925925925925926,0.9444444444444444,0.9074074074074074,0.925925925925926,0.8703703703703703,0.9074074074074074,0.925925925925926,0.9074074074074074,0.8888888888888888,0.9444444444444444,0.9629629629629628,0.9629629629629628,0.8518518518518519,0.8518518518518519,0.9444444444444444,0.8333333333333334,0.9629629629629628,0.8703703703703703,0.9444444444444444,0.9444444444444444,0.9814814814814816,0.9814814814814816,0.8703703703703703,0.9074074074074074,0.925925925925926,0.925925925925926,0.9814814814814816,0.9074074074074074,0.9629629629629628,0.925925925925926,0.9444444444444444,0.9444444444444444,0.9629629629629628,1.0,0.9629629629629628,0.925925925925926,1.0,0.9444444444444444,0.9814814814814816,0.9444444444444444,0.9629629629629628,0.9444444444444444,1.0,0.9629629629629628,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.9814814814814816,0.9629629629629628,1.0,0.9814814814814816,0.9814814814814816,1.0,0.9814814814814816,0.9444444444444444,1.0,0.9814814814814816,0.9629629629629628,0.9629629629629628,1.0,0.9814814814814816,1.0,1.0,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,0.9814814814814816,1.0,0.9814814814814816,0.9629629629629628,1.0,1.0,1.0,0.9814814814814816,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,0.9814814814814816,1.0,1.0,1.0,1.0,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,1.0,1.0,1.0,1.0,0.9814814814814816,0.9814814814814816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5276381909547738,54.879811337789214,71.5415568766458
9,1.0,1.0,0.989247311827957,1.0,1.0,1.0,0.989247311827957,0.989247311827957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989247311827957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989247311827957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989247311827957,1.0,0.989247311827957,1.0,1.0,1.0,1.0,1.0,0.989247311827957,0.989247311827957,1.0,1.0,0.989247311827957,1.0,0.989247311827957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989247311827957,0.989247311827957,0.989247311827957,0.978494623655914,0.989247311827957,1.0,0.989247311827957,0.989247311827957,0.978494623655914,0.989247311827957,1.0,0.967741935483871,0.978494623655914,0.978494623655914,0.978494623655914,0.989247311827957,1.0,0.978494623655914,0.967741935483871,0.946236559139785,0.989247311827957,0.978494623655914,0.967741935483871,0.956989247311828,0.978494623655914,0.935483870967742,0.967741935483871,0.967741935483871,0.913978494623656,0.913978494623656,0.956989247311828,0.946236559139785,0.9247311827956988,0.967741935483871,0.935483870967742,0.978494623655914,0.946236559139785,0.9032258064516128,0.9032258064516128,0.956989247311828,0.935483870967742,0.989247311827957,0.956989247311828,0.913978494623656,0.956989247311828,0.967741935483871,0.956989247311828,0.967741935483871,0.946236559139785,0.913978494623656,0.956989247311828,0.946236559139785,0.913978494623656,0.946236559139785,0.956989247311828,0.946236559139785,0.935483870967742,0.956989247311828,0.967741935483871,0.935483870967742,0.946236559139785,0.946236559139785,0.978494623655914,0.967741935483871,0.913978494623656,0.956989247311828,0.935483870967742,0.967741935483871,0.967741935483871,0.989247311827957,0.956989247311828,0.989247311827957,0.978494623655914,0.946236559139785,1.0,0.978494623655914,1.0,0.989247311827957,0.989247311827957,1.0,0.989247311827957,0.989247311827957,1.0,0.989247311827957,0.989247311827957,0.978494623655914,0.978494623655914,0.989247311827957,0.989247311827957,1.0,0.978494623655914,0.989247311827957,1.0,1.0,1.0,0.967741935483871,1.0,0.989247311827957,1.0,1.0,0.989247311827957,0.989247311827957,1.0,1.0,0.989247311827957,1.0,1.5477386934673367,125.04057735567888,149.40387802498626
